timestamp,tweet_text,Location
2019-03-30 07:19:09+00:00,"b'#Bipolar disorder is a treatable brain disorder that is real and can cause a lot of suffering, especially if it is not well managed. #WorldBipolarDay wishes to bring more info to the public about bipolar disorders.  For more info on our services, call 800 626 945 #bipolardisorder https://t.co/w03bXAROe1'",Abu Dhabi
2019-03-30 07:17:25+00:00,"b'Did you know that Vincent Van Gogh was #bipolar?\xe2\x81\xa3 #WorldBipolarDay wishes to bring more information to the public about bipolar disorders that will educate and improve sensitivity towards the illness For more info on our services, call 800 626 945 #bipolardisorder #bipolarday https://t.co/TlVpQ0ozTe'",Abu Dhabi
2019-03-30 07:13:48+00:00,"b'Did you know that Vincent Van Gogh was bipolar?\xe2\x81\xa3 Bipolar disorder is a treatable brain disorder that is real and can cause a lot of suffering, especially if it is not well managed. World\xe2\x80\xa6 https://t.co/OqCyUQBRd8'",Abu Dhabi
2019-03-30 07:12:12+00:00,"b'Did you know that Vincent Van Gogh was bipolar?\xe2\x81\xa3 Bipolar disorder is a treatable brain disorder that is real and can cause a lot of suffering, especially if it is not well managed. World\xe2\x80\xa6 https://t.co/bJqfQcv8Bl'",Abu Dhabi
2019-03-29 19:09:48+00:00,b'A7a keef bipolar \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 ???????????',United Arab Emirates
2019-04-29 13:47:20+00:00,b'bipolar mood today.\xf0\x9f\xa4\xa7',dxb - ph 
2019-04-28 06:15:04+00:00,b'You\xe2\x80\x99re bipolar blgow \xe2\x80\x94 Shu el m6lwb? https://t.co/W0CLuKAUTc',Dubai
2019-04-27 20:11:16+00:00,b'Bipolar \xf0\x9f\x98\xa4 \xe2\x80\x94 Quero novidades rs https://t.co/pw1RXzDtQp',Dubai
2019-04-27 11:40:04+00:00,b'@IrshadBhatti336 They all are suffering from bipolar personality disorders.  What a criminal act to behave this way on foreign land and behave as kings in the land of pure.',Abu Dhabi
2019-04-27 09:05:43+00:00,b'According to Dr Asim GIT report Bilawal is under treatment of bipolar disease(mentally depressed) esy zehani bemari main mubtla patient ko ap Pakistan ka PM bnana chaty ho\xf0\x9f\x98\xb3 @ali781_ali  @akbar_fareeha @AqrabaFatima @AnwarLodhi @Munnipti',"Dubai, United Arab Emirates"
2020-03-30 22:16:34+00:00,b'@thegoatmajd Physics do be bipolar sometimes \xf0\x9f\xa5\xb5',United Arab Emirates
2020-03-30 17:05:54+00:00,b'You gotta be kidding me with these bipolar shit!!!!',"Dubai, United Arab Emirates"
2020-03-30 03:57:36+00:00,b'I\xe2\x80\x99m a Sagittarius .. I\xe2\x80\x99m lightskin .. I\xe2\x80\x99m bipolar ... hby?',"Dubai, United Arab Emirates"
2020-03-29 19:39:37+00:00,b'the weather is being so bipolar today..',United Arab Emirates 
2020-04-29 22:27:20+00:00,b'Bipolar really a big problem...\xf0\x9f\xa4\x94\xf0\x9f\x99\x84',United Arab Emirates
2020-04-29 11:40:08+00:00,"b""@ManharSoi Lol someone clearly needs to learn how to distinguish bw whining and asking. Dahm all I'm saying is atleast stand by your call and don't be so bipolar lmao. Cause you just followed me again https://t.co/7sMsdHgXoA""",Dubai
2020-04-28 21:51:39+00:00,"b""With my many diagnoses i think i might also be bipolar. This isn't normal.""","Dubai, United Arab Emirates"
2020-04-28 06:48:29+00:00,b'@hlanga_vena bipolar sunshine pls can u get us ultra tickets',"Dubai, United Arab Emirates"
2020-05-30 17:02:08+00:00,b'im so fucking bipolar mehn',Abu Dhabi
2020-05-29 17:07:47+00:00,b'Feeling ko Bipolar na ako.',"Abu Dhabi, UAE"
2020-05-29 08:18:48+00:00,b'@ibeastforever Bipolar much?',"Dubai, United Arab Emirates"
2020-05-28 23:20:45+00:00,b'@nadia_subhi u tryna get to some point where you want people to realize that the tweets r meant for them alsooo ur bipolar about u friendship',"Dubai, United Arab Emirates"
2021-01-29 13:08:26+00:00,b'sometimes I regret everything I ever did in life other times I see it as a good thing... I\xe2\x80\x99m bipolar asf \xf0\x9f\xa5\xb2 #bipolar',"Abu Dhabi, United Arab Emirates"
2021-01-29 08:42:15+00:00,b'@Bipolar_B Guilty',"Dubai, United Arab Emirates"
2021-02-27 13:55:11+00:00,b'@Noha_989 bipolar',Abu Dhabi
2021-02-27 09:15:41+00:00,b'This Porsche ad by Bipolar Studio in LA is totally CGI \xf0\x9f\x98\x8e Long gone are the days of taking cars to the South of France just for the light! Watch the whole film: https://t.co/jrcpA92vjQ #porsche #automotive #CGI #tech #technology #film #commercial #advertising #TurboS https://t.co/vBpJ9YT1n0',London : New York : Dubai
2021-02-25 19:01:42+00:00,b'ando demasiado bipolar',"Dubai, United Arab Emirates"
2021-03-30 07:34:44+00:00,"b'Bipolar disorder is a mental health condition characterized by severe highs and lows in both mood and energy levels. Changes in behavior, sleep patterns, cognition and more can severely impact the personal and professional lives of those diagnosed.   visit https://t.co/tJ5VjJ8t91 https://t.co/CTPnehvdGa'","Dubai, United Arab Emirates"
2022-01-29 09:49:53+00:00,"b'@Divyans36880941 @zainaconda @UmarCheema1 @sumrkhan1 Where\xe2\x80\x99s the proof Pak govt is involved. He has rubbed many people the wrong way, he\xe2\x80\x99s an uncouth horrible human being, in fact he could very well be suffering from some mental ailment like bipolar disorder which has remained unchecked. One can read his tweets to see his true side'",Abu Dhabi
2022-01-29 05:51:19+00:00,b'How could you be a close friend or family fully aware of my mental illnesses (specifically bipolar disorder with manic episodes &amp; PTSD) yet not be understanding when I\xe2\x80\x99m going through it? Maybe it\xe2\x80\x99s the being normal part but you can still try to put yourself in my shoes..empathy?',Abu Dhabi
2022-02-27 05:44:46+00:00,"b""@not_ghuf Born in a bipolar world, in Pakistan, we were told that USSR is communist (without explanation what was that about), and their ideology in against ours. We shd be on America's side because they always help us.  We were also confused when in 90s that  changed into unipolar world.""",Pakistan & UAE
2022-02-27 05:09:48+00:00,b'When I will give time to myself why I\xe2\x80\x99m running away from her\xf0\x9f\xa5\xba. I need myself #Depresion #personality_disorder #bipolar #anxiety #fears #good_morning https://t.co/fml1cV7iFA',United Arab Emirates
2022-02-26 17:32:51+00:00,b'\xd8\xa7\xd9\x83\xd8\xaa\xd8\xb4\xd9\x81\xd8\xaa \xd8\xa7\xd9\x86\xd9\x87 \xd8\xb1\xd8\xa7\xd8\xb4\xd8\xaf bipolar',Dubai ✨
2022-03-30 14:36:17+00:00,b'Vincent Van Gogh. Involuntarily raising awareness about Bipolar disorder since 1853. https://t.co/cLRC9Mi9gy',"Dubai, United Arab Emirates"
2022-03-30 12:35:02+00:00,"b'Bipolar disorder is a severe mental illness. People who have it go through unusual mood changes If you think you may have it, call us for help because early treatment is always better. Get in touch with us on 04-2766064 https://t.co/uiecJCtUg7'",Dubai Healthcare City
2022-03-30 08:00:44+00:00,"b'Bipolar disorder is not the same as the typical ups and downs every person goes through, but with help, adults teens, and children can manage their symptoms and lead successful lives. Get in touch with us on 04-2766064 https://t.co/E6uG5feqxc'",Dubai Healthcare City
